"","id","year","male","birthdate","birthyear","mono_index","sampyearsum","sociality","inno_count","domain_index","domain","age","logsampeff","MainGroup","groups","group","rank","max_group","avg_age","avg_rnk","avg_elo","rank_class","inno_count_ND","sociality.s","sociality.c","logage","logage.c","group_index","year_index","age_cat","adult.f","adult.m","adult","rankhi","rankmid","ranklo","innobinom","groupsize.c","innovator","innovatoryear"
"3442","TG",2009,0,2007-05-19,2007,202,62,48.3,0,4,"social",3,4.12713438504509,"SP","SP","SP",19,26,2.1,19.6,0,"low",0,-0.255752226920193,-3.63371647509579,1.09861228866811,-0.899303358529766,10,3,1,0,0,0,0,0,1,0,-0.369093231162196,1,1
"3443","TG",2009,0,2007-05-19,2007,202,62,48.3,0,1,"foraging",3,4.12713438504509,"SP","SP","SP",19,26,2.1,19.6,0,"low",0,-0.255752226920193,-3.63371647509579,1.09861228866811,-0.899303358529766,10,3,1,0,0,0,0,0,1,0,-0.369093231162196,1,1
"3444","TG",2009,0,2007-05-19,2007,202,62,48.3,0,3,"self-directed",3,4.12713438504509,"SP","SP","SP",19,26,2.1,19.6,0,"low",0,-0.255752226920193,-3.63371647509579,1.09861228866811,-0.899303358529766,10,3,1,0,0,0,0,0,1,0,-0.369093231162196,1,1
"3445","TG",2010,0,2007-05-19,2007,202,307,43.4,0,2,"investigative",4,5.7268477475872,"SP","SP","SP",27,35,3.1,22,424.1,"low",1,-0.600629412715463,-8.53371647509579,1.38629436111989,-0.611621286077985,10,4,1,0,0,0,0,0,1,0,8.6309067688378,1,1
"3446","TG",2010,0,2007-05-19,2007,202,307,43.4,0,3,"self-directed",4,5.7268477475872,"SP","SP","SP",27,35,3.1,22,424.1,"low",1,-0.600629412715463,-8.53371647509579,1.38629436111989,-0.611621286077985,10,4,1,0,0,0,0,0,1,0,8.6309067688378,1,1
"3447","TG",2010,0,2007-05-19,2007,202,307,43.4,0,4,"social",4,5.7268477475872,"SP","SP","SP",27,35,3.1,22,424.1,"low",1,-0.600629412715463,-8.53371647509579,1.38629436111989,-0.611621286077985,10,4,1,0,0,0,0,0,1,0,8.6309067688378,1,1
"3448","TG",2010,0,2007-05-19,2007,202,307,43.4,1,1,"foraging",4,5.7268477475872,"SP","SP","SP",27,35,3.1,22,424.1,"low",1,-0.600629412715463,-8.53371647509579,1.38629436111989,-0.611621286077985,10,4,1,0,0,0,0,0,1,1,8.6309067688378,1,1
"3449","TG",2011,0,2007-05-19,2007,202,120,43.7,0,1,"foraging",5,4.78749174278205,"SP","SP","SP",20,31,4.1,19.2,612.3,"mid",0,-0.579514482972895,-8.23371647509578,1.6094379124341,-0.388477734763775,10,5,2,0,0,0,0,1,0,0,4.6309067688378,1,1
"3450","TG",2011,0,2007-05-19,2007,202,120,43.7,0,2,"investigative",5,4.78749174278205,"SP","SP","SP",20,31,4.1,19.2,612.3,"mid",0,-0.579514482972895,-8.23371647509578,1.6094379124341,-0.388477734763775,10,5,2,0,0,0,0,1,0,0,4.6309067688378,1,1
"3451","TG",2011,0,2007-05-19,2007,202,120,43.7,0,4,"social",5,4.78749174278205,"SP","SP","SP",20,31,4.1,19.2,612.3,"mid",0,-0.579514482972895,-8.23371647509578,1.6094379124341,-0.388477734763775,10,5,2,0,0,0,0,1,0,0,4.6309067688378,1,1
"3452","TG",2011,0,2007-05-19,2007,202,120,43.7,0,3,"self-directed",5,4.78749174278205,"SP","SP","SP",20,31,4.1,19.2,612.3,"mid",0,-0.579514482972895,-8.23371647509578,1.6094379124341,-0.388477734763775,10,5,2,0,0,0,0,1,0,0,4.6309067688378,1,1
"3453","TH",2007,0,2003-07-12,2003,203,1194,44.6,0,2,"investigative",5,7.08506429395255,"FF","FF","FF",29,42,4,23.7,117.1,"low",1,-0.516169693745192,-7.33371647509578,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,0,1,0,15.6309067688378,1,1
"3454","TH",2007,0,2003-07-12,2003,203,1194,44.6,1,3,"self-directed",5,7.08506429395255,"FF","FF","FF",29,42,4,23.7,117.1,"low",1,-0.516169693745192,-7.33371647509578,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,0,1,1,15.6309067688378,1,1
"3455","TH",2007,0,2003-07-12,2003,203,1194,44.6,0,1,"foraging",5,7.08506429395255,"FF","FF","FF",29,42,4,23.7,117.1,"low",1,-0.516169693745192,-7.33371647509578,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,0,1,0,15.6309067688378,1,1
"3456","TH",2007,0,2003-07-12,2003,203,1194,44.6,0,4,"social",5,7.08506429395255,"FF","FF","FF",29,42,4,23.7,117.1,"low",1,-0.516169693745192,-7.33371647509578,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,0,1,0,15.6309067688378,1,1
"3457","TH",2008,0,2003-07-12,2003,203,1793,40.4,0,1,"foraging",6,7.49164547360513,"FF","FF","FF",17,23,5,13.3,310.4,"low",1,-0.811778710141138,-11.5337164750958,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,0,1,0,-3.3690932311622,1,1
"3458","TH",2008,0,2003-07-12,2003,203,1793,40.4,1,2,"investigative",6,7.49164547360513,"FF","FF","FF",17,23,5,13.3,310.4,"low",1,-0.811778710141138,-11.5337164750958,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,0,1,1,-3.3690932311622,1,1
"3459","TH",2008,0,2003-07-12,2003,203,1793,40.4,0,3,"self-directed",6,7.49164547360513,"FF","FF","FF",17,23,5,13.3,310.4,"low",1,-0.811778710141138,-11.5337164750958,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,0,1,0,-3.3690932311622,1,1
"3460","TH",2008,0,2003-07-12,2003,203,1793,40.4,0,4,"social",6,7.49164547360513,"FF","FF","FF",17,23,5,13.3,310.4,"low",1,-0.811778710141138,-11.5337164750958,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,0,1,0,-3.3690932311622,1,1
"3461","TH",2009,0,2003-07-12,2003,203,1943,32,0,2,"investigative",7,7.57198844937744,"FF","FF","FF",12,22,6,11.6,595.3,"mid",1,-1.40299674293303,-19.9337164750958,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,0,1,0,0,-4.3690932311622,1,1
"3462","TH",2009,0,2003-07-12,2003,203,1943,32,0,1,"foraging",7,7.57198844937744,"FF","FF","FF",12,22,6,11.6,595.3,"mid",1,-1.40299674293303,-19.9337164750958,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,0,1,0,0,-4.3690932311622,1,1
"3463","TH",2009,0,2003-07-12,2003,203,1943,32,0,3,"self-directed",7,7.57198844937744,"FF","FF","FF",12,22,6,11.6,595.3,"mid",1,-1.40299674293303,-19.9337164750958,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,0,1,0,0,-4.3690932311622,1,1
"3464","TH",2009,0,2003-07-12,2003,203,1943,32,1,4,"social",7,7.57198844937744,"FF","FF","FF",12,22,6,11.6,595.3,"mid",1,-1.40299674293303,-19.9337164750958,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,0,1,0,1,-4.3690932311622,1,1
"3465","TH",2010,0,2003-07-12,2003,203,348,25.5,0,2,"investigative",8,5.85220247977447,"FF","FF,M:AM-BM-BV-FE-TH","FF",14,23,7,12.2,585.7,"mid",0,-1.86048688735533,-26.4337164750958,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,0,1,0,0,-3.3690932311622,1,1
"3466","TH",2010,0,2003-07-12,2003,203,348,25.5,0,3,"self-directed",8,5.85220247977447,"FF","FF,M:AM-BM-BV-FE-TH","FF",14,23,7,12.2,585.7,"mid",0,-1.86048688735533,-26.4337164750958,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,0,1,0,0,-3.3690932311622,1,1
"3467","TH",2010,0,2003-07-12,2003,203,348,25.5,0,4,"social",8,5.85220247977447,"FF","FF,M:AM-BM-BV-FE-TH","FF",14,23,7,12.2,585.7,"mid",0,-1.86048688735533,-26.4337164750958,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,0,1,0,0,-3.3690932311622,1,1
"3468","TH",2010,0,2003-07-12,2003,203,348,25.5,0,1,"foraging",8,5.85220247977447,"FF","FF,M:AM-BM-BV-FE-TH","FF",14,23,7,12.2,585.7,"mid",0,-1.86048688735533,-26.4337164750958,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,0,1,0,0,-3.3690932311622,1,1
"3469","TH",2011,0,2003-07-12,2003,203,1112,37,0,1,"foraging",9,7.01391547481053,"FF","FF","FF",14,24,8,14.2,520.8,"mid",0,-1.05108124722357,-14.9337164750958,2.19722457733622,0.199308930138344,3,5,2,1,0,1,0,1,0,0,-2.3690932311622,1,1
"3470","TH",2011,0,2003-07-12,2003,203,1112,37,0,3,"self-directed",9,7.01391547481053,"FF","FF","FF",14,24,8,14.2,520.8,"mid",0,-1.05108124722357,-14.9337164750958,2.19722457733622,0.199308930138344,3,5,2,1,0,1,0,1,0,0,-2.3690932311622,1,1
"3471","TH",2011,0,2003-07-12,2003,203,1112,37,0,4,"social",9,7.01391547481053,"FF","FF","FF",14,24,8,14.2,520.8,"mid",0,-1.05108124722357,-14.9337164750958,2.19722457733622,0.199308930138344,3,5,2,1,0,1,0,1,0,0,-2.3690932311622,1,1
"3472","TH",2011,0,2003-07-12,2003,203,1112,37,0,2,"investigative",9,7.01391547481053,"FF","FF","FF",14,24,8,14.2,520.8,"mid",0,-1.05108124722357,-14.9337164750958,2.19722457733622,0.199308930138344,3,5,2,1,0,1,0,1,0,0,-2.3690932311622,1,1
"3474","TK",2008,1,1991-05-15,1991,204,876,37.2,0,3,"self-directed",18,6.77536609093639,"RR","M:GM-HA-MO-PP-SK-TK,M:PP-TK,RR,SP","RR",11,34,17.1,10.8,1125.2,"high",0,-1.03700462739519,-14.7337164750958,2.89037175789616,0.892456110698289,9,2,3,0,1,1,1,0,0,0,7.6309067688378,1,1
"3476","TK",2008,1,1991-05-15,1991,204,876,37.2,0,1,"foraging",18,6.77536609093639,"RR","M:GM-HA-MO-PP-SK-TK,M:PP-TK,RR,SP","RR",11,34,17.1,10.8,1125.2,"high",0,-1.03700462739519,-14.7337164750958,2.89037175789616,0.892456110698289,9,2,3,0,1,1,1,0,0,0,7.6309067688378,1,1
"3478","TK",2008,1,1991-05-15,1991,204,876,37.2,0,4,"social",18,6.77536609093639,"RR","M:GM-HA-MO-PP-SK-TK,M:PP-TK,RR,SP","RR",11,34,17.1,10.8,1125.2,"high",0,-1.03700462739519,-14.7337164750958,2.89037175789616,0.892456110698289,9,2,3,0,1,1,1,0,0,0,7.6309067688378,1,1
"3480","TK",2008,1,1991-05-15,1991,204,876,37.2,0,2,"investigative",18,6.77536609093639,"RR","M:GM-HA-MO-PP-SK-TK,M:PP-TK,RR,SP","RR",11,34,17.1,10.8,1125.2,"high",0,-1.03700462739519,-14.7337164750958,2.89037175789616,0.892456110698289,9,2,3,0,1,1,1,0,0,0,7.6309067688378,1,1
"3481","TK",2009,1,1991-05-15,1991,204,957,33,0,2,"investigative",19,6.86380339145295,"RR","M:BE-CZ-SC-TK,M:CZ-SC-TK,RR","RR",14,34,18.1,13.1,1021.7,"mid",4,-1.33261364379114,-18.9337164750958,2.94443897916644,0.946523331968565,9,3,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"3482","TK",2009,1,1991-05-15,1991,204,957,33,4,4,"social",19,6.86380339145295,"RR","M:BE-CZ-SC-TK,M:CZ-SC-TK,RR","RR",14,34,18.1,13.1,1021.7,"mid",4,-1.33261364379114,-18.9337164750958,2.94443897916644,0.946523331968565,9,3,3,0,1,1,0,1,0,1,7.6309067688378,1,1
"3483","TK",2009,1,1991-05-15,1991,204,957,33,0,3,"self-directed",19,6.86380339145295,"RR","M:BE-CZ-SC-TK,M:CZ-SC-TK,RR","RR",14,34,18.1,13.1,1021.7,"mid",4,-1.33261364379114,-18.9337164750958,2.94443897916644,0.946523331968565,9,3,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"3484","TK",2009,1,1991-05-15,1991,204,957,33,0,1,"foraging",19,6.86380339145295,"RR","M:BE-CZ-SC-TK,M:CZ-SC-TK,RR","RR",14,34,18.1,13.1,1021.7,"mid",4,-1.33261364379114,-18.9337164750958,2.94443897916644,0.946523331968565,9,3,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"3485","TK",2010,1,1991-05-15,1991,204,1029,21,0,1,"foraging",20,6.93634273583405,"RR","M:CA-DI-DZ-SC-TK,M:CZ-RT-SC-TK,M:GM-TK,M:RT-SC-TK-XF-XJ,M:RT-TK,M:TK,RR","RR",10,37,19.1,7.8,1076.6,"high",0,-2.17721083349384,-30.9337164750958,2.99573227355399,0.997816626356115,9,4,3,0,1,1,1,0,0,0,10.6309067688378,1,1
"3486","TK",2010,1,1991-05-15,1991,204,1029,21,0,3,"self-directed",20,6.93634273583405,"RR","M:CA-DI-DZ-SC-TK,M:CZ-RT-SC-TK,M:GM-TK,M:RT-SC-TK-XF-XJ,M:RT-TK,M:TK,RR","RR",10,37,19.1,7.8,1076.6,"high",0,-2.17721083349384,-30.9337164750958,2.99573227355399,0.997816626356115,9,4,3,0,1,1,1,0,0,0,10.6309067688378,1,1
"3487","TK",2010,1,1991-05-15,1991,204,1029,21,0,2,"investigative",20,6.93634273583405,"RR","M:CA-DI-DZ-SC-TK,M:CZ-RT-SC-TK,M:GM-TK,M:RT-SC-TK-XF-XJ,M:RT-TK,M:TK,RR","RR",10,37,19.1,7.8,1076.6,"high",0,-2.17721083349384,-30.9337164750958,2.99573227355399,0.997816626356115,9,4,3,0,1,1,1,0,0,0,10.6309067688378,1,1
"3488","TK",2010,1,1991-05-15,1991,204,1029,21,0,4,"social",20,6.93634273583405,"RR","M:CA-DI-DZ-SC-TK,M:CZ-RT-SC-TK,M:GM-TK,M:RT-SC-TK-XF-XJ,M:RT-TK,M:TK,RR","RR",10,37,19.1,7.8,1076.6,"high",0,-2.17721083349384,-30.9337164750958,2.99573227355399,0.997816626356115,9,4,3,0,1,1,1,0,0,0,10.6309067688378,1,1
"3489","TK",2011,1,1991-05-15,1991,204,764,29.9,0,3,"self-directed",21,6.63856778916652,"RR","RR","RR",7,29,20.1,7.7,1176.6,"high",1,-1.550801251131,-22.0337164750958,3.04452243772342,1.04660679052555,9,5,3,0,1,1,1,0,0,0,2.6309067688378,1,1
"3490","TK",2011,1,1991-05-15,1991,204,764,29.9,0,2,"investigative",21,6.63856778916652,"RR","RR","RR",7,29,20.1,7.7,1176.6,"high",1,-1.550801251131,-22.0337164750958,3.04452243772342,1.04660679052555,9,5,3,0,1,1,1,0,0,0,2.6309067688378,1,1
"3491","TK",2011,1,1991-05-15,1991,204,764,29.9,0,1,"foraging",21,6.63856778916652,"RR","RR","RR",7,29,20.1,7.7,1176.6,"high",1,-1.550801251131,-22.0337164750958,3.04452243772342,1.04660679052555,9,5,3,0,1,1,1,0,0,0,2.6309067688378,1,1
"3492","TK",2011,1,1991-05-15,1991,204,764,29.9,1,4,"social",21,6.63856778916652,"RR","RR","RR",7,29,20.1,7.7,1176.6,"high",1,-1.550801251131,-22.0337164750958,3.04452243772342,1.04660679052555,9,5,3,0,1,1,1,0,0,1,2.6309067688378,1,1
"3493","TN",2007,1,2005-08-24,2005,205,434,70.2,0,4,"social",3,6.07304453410041,"FF","FF","FF",33,42,1.9,27.3,0,"low",3,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,0,15.6309067688378,1,1
"3494","TN",2007,1,2005-08-24,2005,205,434,70.2,3,2,"investigative",3,6.07304453410041,"FF","FF","FF",33,42,1.9,27.3,0,"low",3,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,1,15.6309067688378,1,1
"3495","TN",2007,1,2005-08-24,2005,205,434,70.2,0,1,"foraging",3,6.07304453410041,"FF","FF","FF",33,42,1.9,27.3,0,"low",3,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,0,15.6309067688378,1,1
"3496","TN",2007,1,2005-08-24,2005,205,434,70.2,0,3,"self-directed",3,6.07304453410041,"FF","FF","FF",33,42,1.9,27.3,0,"low",3,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,0,15.6309067688378,1,1
"3497","TN",2008,1,2005-08-24,2005,205,479,56.3,0,3,"self-directed",4,6.17170059741091,"FF","FF","FF",19,23,2.9,15.4,57.7,"low",1,0.307312566214942,4.36628352490421,1.38629436111989,-0.611621286077985,3,2,1,0,0,0,0,0,1,0,-3.3690932311622,1,1
"3498","TN",2008,1,2005-08-24,2005,205,479,56.3,0,1,"foraging",4,6.17170059741091,"FF","FF","FF",19,23,2.9,15.4,57.7,"low",1,0.307312566214942,4.36628352490421,1.38629436111989,-0.611621286077985,3,2,1,0,0,0,0,0,1,0,-3.3690932311622,1,1
"3499","TN",2008,1,2005-08-24,2005,205,479,56.3,0,4,"social",4,6.17170059741091,"FF","FF","FF",19,23,2.9,15.4,57.7,"low",1,0.307312566214942,4.36628352490421,1.38629436111989,-0.611621286077985,3,2,1,0,0,0,0,0,1,0,-3.3690932311622,1,1
"3500","TN",2008,1,2005-08-24,2005,205,479,56.3,1,2,"investigative",4,6.17170059741091,"FF","FF","FF",19,23,2.9,15.4,57.7,"low",1,0.307312566214942,4.36628352490421,1.38629436111989,-0.611621286077985,3,2,1,0,0,0,0,0,1,1,-3.3690932311622,1,1
"3501","TN",2009,1,2005-08-24,2005,205,76,57.4,0,1,"foraging",5,4.33073334028633,"FF","FF","FF",14,22,3.4,14,160,"mid",0,0.384733975271023,5.46628352490421,1.6094379124341,-0.388477734763775,3,3,2,0,0,0,0,1,0,0,-4.3690932311622,1,1
"3502","TN",2009,1,2005-08-24,2005,205,76,57.4,0,3,"self-directed",5,4.33073334028633,"FF","FF","FF",14,22,3.4,14,160,"mid",0,0.384733975271023,5.46628352490421,1.6094379124341,-0.388477734763775,3,3,2,0,0,0,0,1,0,0,-4.3690932311622,1,1
"3503","TN",2009,1,2005-08-24,2005,205,76,57.4,0,4,"social",5,4.33073334028633,"FF","FF","FF",14,22,3.4,14,160,"mid",0,0.384733975271023,5.46628352490421,1.6094379124341,-0.388477734763775,3,3,2,0,0,0,0,1,0,0,-4.3690932311622,1,1
"3504","TN",2009,1,2005-08-24,2005,205,76,57.4,0,2,"investigative",5,4.33073334028633,"FF","FF","FF",14,22,3.4,14,160,"mid",0,0.384733975271023,5.46628352490421,1.6094379124341,-0.388477734763775,3,3,2,0,0,0,0,1,0,0,-4.3690932311622,1,1
"3505","TO",2007,1,1992-05-15,1992,206,70,39,0,4,"social",16,4.24849524204936,"AA","AA","AA",1,28,14.7,1.8,1591.5,"high",0,-0.910315048939787,-12.9337164750958,2.77258872223978,0.774673075041906,1,1,3,0,1,1,1,0,0,0,1.6309067688378,0,0
"3506","TO",2007,1,1992-05-15,1992,206,70,39,0,1,"foraging",16,4.24849524204936,"AA","AA","AA",1,28,14.7,1.8,1591.5,"high",0,-0.910315048939787,-12.9337164750958,2.77258872223978,0.774673075041906,1,1,3,0,1,1,1,0,0,0,1.6309067688378,0,0
"3507","TO",2007,1,1992-05-15,1992,206,70,39,0,3,"self-directed",16,4.24849524204936,"AA","AA","AA",1,28,14.7,1.8,1591.5,"high",0,-0.910315048939787,-12.9337164750958,2.77258872223978,0.774673075041906,1,1,3,0,1,1,1,0,0,0,1.6309067688378,0,0
"3508","TO",2007,1,1992-05-15,1992,206,70,39,0,2,"investigative",16,4.24849524204936,"AA","AA","AA",1,28,14.7,1.8,1591.5,"high",0,-0.910315048939787,-12.9337164750958,2.77258872223978,0.774673075041906,1,1,3,0,1,1,1,0,0,0,1.6309067688378,0,0
"3509","TP",2008,1,2003-04-15,2003,207,78,46.3,0,3,"self-directed",6,4.35670882668959,"NM","NM","NM",3,13,5.3,3.8,1016,"high",0,-0.396518425203976,-5.63371647509579,1.79175946922805,-0.20615617796982,7,2,2,0,0,0,1,0,0,0,-13.3690932311622,1,1
"3510","TP",2008,1,2003-04-15,2003,207,78,46.3,0,1,"foraging",6,4.35670882668959,"NM","NM","NM",3,13,5.3,3.8,1016,"high",0,-0.396518425203976,-5.63371647509579,1.79175946922805,-0.20615617796982,7,2,2,0,0,0,1,0,0,0,-13.3690932311622,1,1
"3511","TP",2008,1,2003-04-15,2003,207,78,46.3,0,2,"investigative",6,4.35670882668959,"NM","NM","NM",3,13,5.3,3.8,1016,"high",0,-0.396518425203976,-5.63371647509579,1.79175946922805,-0.20615617796982,7,2,2,0,0,0,1,0,0,0,-13.3690932311622,1,1
"3512","TP",2008,1,2003-04-15,2003,207,78,46.3,0,4,"social",6,4.35670882668959,"NM","NM","NM",3,13,5.3,3.8,1016,"high",0,-0.396518425203976,-5.63371647509579,1.79175946922805,-0.20615617796982,7,2,2,0,0,0,1,0,0,0,-13.3690932311622,1,1
"3513","TP",2009,1,2003-04-15,2003,207,460,44,0,3,"self-directed",7,6.13122648948314,"NM","NM","NM",3,15,6.2,3.3,1071.6,"high",0,-0.558399553230327,-7.93371647509579,1.94591014905531,-0.0520054981425622,7,3,2,0,0,0,1,0,0,0,-11.3690932311622,1,1
"3514","TP",2009,1,2003-04-15,2003,207,460,44,0,2,"investigative",7,6.13122648948314,"NM","NM","NM",3,15,6.2,3.3,1071.6,"high",0,-0.558399553230327,-7.93371647509579,1.94591014905531,-0.0520054981425622,7,3,2,0,0,0,1,0,0,0,-11.3690932311622,1,1
"3515","TP",2009,1,2003-04-15,2003,207,460,44,0,1,"foraging",7,6.13122648948314,"NM","NM","NM",3,15,6.2,3.3,1071.6,"high",0,-0.558399553230327,-7.93371647509579,1.94591014905531,-0.0520054981425622,7,3,2,0,0,0,1,0,0,0,-11.3690932311622,1,1
"3516","TP",2009,1,2003-04-15,2003,207,460,44,0,4,"social",7,6.13122648948314,"NM","NM","NM",3,15,6.2,3.3,1071.6,"high",0,-0.558399553230327,-7.93371647509579,1.94591014905531,-0.0520054981425622,7,3,2,0,0,0,1,0,0,0,-11.3690932311622,1,1
"3517","TP",2010,1,2003-04-15,2003,207,664,41.7,0,2,"investigative",8,6.49828214947643,"NM","M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:GM-SK-TP,NM","NM",6,21,7.2,5,1215.4,"high",0,-0.720280681256679,-10.2337164750958,2.07944154167984,0.0815258944819603,7,4,2,0,0,0,1,0,0,0,-5.3690932311622,1,1
"3518","TP",2010,1,2003-04-15,2003,207,664,41.7,0,1,"foraging",8,6.49828214947643,"NM","M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:GM-SK-TP,NM","NM",6,21,7.2,5,1215.4,"high",0,-0.720280681256679,-10.2337164750958,2.07944154167984,0.0815258944819603,7,4,2,0,0,0,1,0,0,0,-5.3690932311622,1,1
"3519","TP",2010,1,2003-04-15,2003,207,664,41.7,0,3,"self-directed",8,6.49828214947643,"NM","M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:GM-SK-TP,NM","NM",6,21,7.2,5,1215.4,"high",0,-0.720280681256679,-10.2337164750958,2.07944154167984,0.0815258944819603,7,4,2,0,0,0,1,0,0,0,-5.3690932311622,1,1
"3520","TP",2010,1,2003-04-15,2003,207,664,41.7,0,4,"social",8,6.49828214947643,"NM","M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:GM-SK-TP,NM","NM",6,21,7.2,5,1215.4,"high",0,-0.720280681256679,-10.2337164750958,2.07944154167984,0.0815258944819603,7,4,2,0,0,0,1,0,0,0,-5.3690932311622,1,1
"3521","TP",2011,1,2003-04-15,2003,207,1228,52.5,0,3,"self-directed",9,7.11314210870709,"NM","M:BJ-JY-NA-TP,M:BJ-NM-TP,M:NM-TP,NM","NM",8,30,7.8,3.8,1317.3,"high",1,0.0398567894757533,0.566283524904215,2.19722457733622,0.199308930138344,7,5,2,0,0,0,1,0,0,0,3.6309067688378,1,1
"3522","TP",2011,1,2003-04-15,2003,207,1228,52.5,0,1,"foraging",9,7.11314210870709,"NM","M:BJ-JY-NA-TP,M:BJ-NM-TP,M:NM-TP,NM","NM",8,30,7.8,3.8,1317.3,"high",1,0.0398567894757533,0.566283524904215,2.19722457733622,0.199308930138344,7,5,2,0,0,0,1,0,0,0,3.6309067688378,1,1
"3523","TP",2011,1,2003-04-15,2003,207,1228,52.5,1,4,"social",9,7.11314210870709,"NM","M:BJ-JY-NA-TP,M:BJ-NM-TP,M:NM-TP,NM","NM",8,30,7.8,3.8,1317.3,"high",1,0.0398567894757533,0.566283524904215,2.19722457733622,0.199308930138344,7,5,2,0,0,0,1,0,0,1,3.6309067688378,1,1
"3524","TP",2011,1,2003-04-15,2003,207,1228,52.5,0,2,"investigative",9,7.11314210870709,"NM","M:BJ-JY-NA-TP,M:BJ-NM-TP,M:NM-TP,NM","NM",8,30,7.8,3.8,1317.3,"high",1,0.0398567894757533,0.566283524904215,2.19722457733622,0.199308930138344,7,5,2,0,0,0,1,0,0,0,3.6309067688378,1,1
"3529","TS",2011,0,2010-06-28,2010,208,208,76.1,0,2,"investigative",2,5.33753807970132,"RR","RR","RR",24,29,1,24.3,0,"low",0,1.7008979292244,24.1662835249042,0.693147180559945,-1.30476846663793,9,5,1,0,0,0,0,0,1,0,2.6309067688378,0,0
"3530","TS",2011,0,2010-06-28,2010,208,208,76.1,0,4,"social",2,5.33753807970132,"RR","RR","RR",24,29,1,24.3,0,"low",0,1.7008979292244,24.1662835249042,0.693147180559945,-1.30476846663793,9,5,1,0,0,0,0,0,1,0,2.6309067688378,0,0
"3531","TS",2011,0,2010-06-28,2010,208,208,76.1,0,3,"self-directed",2,5.33753807970132,"RR","RR","RR",24,29,1,24.3,0,"low",0,1.7008979292244,24.1662835249042,0.693147180559945,-1.30476846663793,9,5,1,0,0,0,0,0,1,0,2.6309067688378,0,0
"3532","TS",2011,0,2010-06-28,2010,208,208,76.1,0,1,"foraging",2,5.33753807970132,"RR","RR","RR",24,29,1,24.3,0,"low",0,1.7008979292244,24.1662835249042,0.693147180559945,-1.30476846663793,9,5,1,0,0,0,0,0,1,0,2.6309067688378,0,0
"3533","TU",2007,1,2001-11-21,2001,209,1768,44.8,0,2,"investigative",7,7.47760424319759,"FL","FL","FL",9,20,5.6,8.8,842,"mid",2,-0.502093073916814,-7.13371647509579,1.94591014905531,-0.0520054981425622,4,1,2,0,0,0,0,1,0,0,-6.3690932311622,1,1
"3534","TU",2007,1,2001-11-21,2001,209,1768,44.8,0,1,"foraging",7,7.47760424319759,"FL","FL","FL",9,20,5.6,8.8,842,"mid",2,-0.502093073916814,-7.13371647509579,1.94591014905531,-0.0520054981425622,4,1,2,0,0,0,0,1,0,0,-6.3690932311622,1,1
"3535","TU",2007,1,2001-11-21,2001,209,1768,44.8,2,4,"social",7,7.47760424319759,"FL","FL","FL",9,20,5.6,8.8,842,"mid",2,-0.502093073916814,-7.13371647509579,1.94591014905531,-0.0520054981425622,4,1,2,0,0,0,0,1,0,1,-6.3690932311622,1,1
"3536","TU",2007,1,2001-11-21,2001,209,1768,44.8,0,3,"self-directed",7,7.47760424319759,"FL","FL","FL",9,20,5.6,8.8,842,"mid",2,-0.502093073916814,-7.13371647509579,1.94591014905531,-0.0520054981425622,4,1,2,0,0,0,0,1,0,0,-6.3690932311622,1,1
"3537","TU",2008,1,2001-11-21,2001,209,1151,42.9,1,1,"foraging",8,7.04838640872188,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU","FL",9,19,6.4,8,993.9,"mid",1,-0.635820962286409,-9.03371647509579,2.07944154167984,0.0815258944819603,4,2,2,0,0,0,0,1,0,1,-7.3690932311622,1,1
